area,bedrooms,bathrooms,location,price
3145,4,3,Mumbai,22797360
1593,1,1,Hyderabad,6687269
4692,2,1,Mumbai,28765265
3726,5,3,Hyderabad,18183216
3013,1,1,Vizag,9438812
4546,2,2,Vizag,15107243
1063,1,3,Chennai,5004553
2322,3,4,Vizag,9138592
3882,2,3,Hyderabad,16046400
900,4,4,Mumbai,10862911
630,4,4,Chennai,5779741
4524,3,2,Chennai,17753245
3257,1,4,Chennai,12736988
3022,4,4,Mumbai,21981276
2036,2,4,Mumbai,15124543
3124,1,2,Mumbai,19034521
3381,1,1,Vizag,10809260
4848,5,1,Mumbai,31781520
2622,4,4,Chennai,12038121
1988,2,2,Mumbai,14384049
2370,1,1,Hyderabad,9589630
2326,4,4,Hyderabad,11783880
990,2,4,Chennai,5512974
4459,2,2,Mumbai,27753988
2054,4,3,Chennai,10046956
4167,2,2,Mumbai,24132670
1315,1,4,Vizag,5466311
2812,1,1,Vizag,9507058
3483,2,2,Chennai,13467983
2626,4,4,Bengaluru,14206217
2384,2,3,Vizag,9099110
2518,5,4,Chennai,12594221
1033,5,1,Chennai,6483732
949,5,1,Hyderabad,7158249
3304,2,2,Bengaluru,14994583
1303,2,2,Mumbai,9913452
2790,4,4,Hyderabad,14133095
3875,4,4,Vizag,15179719
1856,4,4,Mumbai,15530028
1858,4,2,Mumbai,14460637
1789,2,3,Chennai,7661974
4583,1,3,Hyderabad,18062182
2109,2,4,Bengaluru,10889760
3542,4,1,Vizag,13021661
4498,4,1,Hyderabad,18723329
4926,4,1,Hyderabad,20418090
1518,2,2,Hyderabad,7417514
3978,3,1,Vizag,13231876
1819,4,1,Chennai,8762692
3408,2,3,Vizag,12110441
899,2,4,Hyderabad,5776727
4761,5,3,Hyderabad,21553155
2251,5,2,Vizag,10196225
3240,2,3,Chennai,12941772
4809,5,1,Chennai,19266255
4690,2,1,Hyderabad,18777378
2397,5,1,Hyderabad,11813009
1700,4,2,Vizag,7595903
3883,4,1,Bengaluru,18234802
3423,2,4,Hyderabad,14537043
1696,3,2,Bengaluru,9325813
3111,1,1,Mumbai,17986589
2098,5,3,Mumbai,17276694
2331,2,4,Hyderabad,11387642
4447,3,2,Chennai,17512839
3341,4,2,Chennai,14267158
3310,4,2,Vizag,12789311
2194,4,4,Hyderabad,11876331
1134,1,2,Bengaluru,5700580
4098,3,3,Chennai,16061044
3107,5,3,Bengaluru,15803911
2499,2,1,Chennai,10016901
3875,1,2,Hyderabad,15089795
1373,4,1,Vizag,6341014
1784,1,1,Chennai,6722511
1572,5,1,Bengaluru,9946918
4883,5,2,Hyderabad,21778220
815,5,2,Mumbai,10070256
3993,3,4,Vizag,14526210
4844,5,1,Hyderabad,20854109
2636,2,1,Bengaluru,11911742
3332,4,2,Vizag,12423364
582,2,3,Chennai,4279505
3522,5,4,Chennai,16554731
2546,4,3,Bengaluru,14122372
1540,1,1,Mumbai,9889858
2585,1,4,Bengaluru,12498797
3088,2,1,Bengaluru,13042688
2164,1,2,Vizag,7422694
2221,3,4,Vizag,9435132
3800,5,2,Hyderabad,17431047
3219,3,1,Mumbai,20348168
3891,4,2,Chennai,15727703
3850,4,1,Chennai,15642860
4490,5,1,Hyderabad,19650419
2180,2,3,Hyderabad,10254133
2365,2,3,Chennai,9831431
2891,5,1,Chennai,12931590
4342,4,3,Hyderabad,19589578
515,5,1,Hyderabad,5117419
3553,2,4,Hyderabad,15040124
3545,5,2,Chennai,14373044
2489,5,4,Hyderabad,13250746
693,3,3,Bengaluru,6014571
4430,5,3,Chennai,17965315
1364,1,1,Chennai,5334689
2199,1,4,Chennai,9512562
4461,2,2,Hyderabad,18259562
1990,2,3,Vizag,8006807
1303,5,1,Mumbai,12183595
3555,3,3,Bengaluru,17370858
1687,5,1,Bengaluru,9867783
4259,3,4,Vizag,15896883
4899,1,2,Mumbai,28292966
2863,1,1,Bengaluru,12069528
2371,4,4,Vizag,10235234
4757,4,2,Hyderabad,20884337
714,1,3,Hyderabad,4146483
3370,2,2,Vizag,11762558
3003,2,1,Bengaluru,13442370
850,1,1,Chennai,3612604
2301,4,3,Vizag,9972191
1395,1,3,Bengaluru,7281957
3505,2,4,Hyderabad,15915639
4318,1,3,Hyderabad,17051693
568,1,4,Bengaluru,4461040
2101,2,4,Vizag,8804473
2954,1,1,Hyderabad,11834410
4193,5,4,Hyderabad,20064424
2503,2,4,Mumbai,17849409
1146,5,1,Vizag,6035439
1565,5,2,Chennai,8274469
4143,3,1,Hyderabad,16909483
1239,5,4,Vizag,7624015
2076,1,3,Vizag,8019817
3953,4,2,Mumbai,26259233
2783,5,1,Bengaluru,14399420
3282,4,3,Bengaluru,16966542
3099,4,4,Bengaluru,16230597
1909,4,2,Hyderabad,9462339
2976,2,3,Hyderabad,13005845
1066,3,3,Chennai,6225411
1384,1,1,Bengaluru,6572888
2900,2,1,Mumbai,18777125
2296,3,3,Mumbai,17327778
2099,4,1,Hyderabad,10508663
2689,1,4,Bengaluru,13080800
4837,5,1,Chennai,19028325
3016,2,3,Chennai,11817697
4352,4,3,Bengaluru,20358212
2458,1,3,Vizag,8812885
3350,3,3,Vizag,12579516
3927,1,4,Bengaluru,17145627
3790,1,3,Vizag,13023092
1434,2,4,Hyderabad,8108096
3703,2,3,Hyderabad,15407660
630,5,4,Mumbai,10289178
1404,4,1,Hyderabad,7706059
4057,3,4,Hyderabad,17514003
565,1,4,Chennai,3729873
2223,3,3,Bengaluru,11574440
2890,4,2,Hyderabad,13117129
2692,3,2,Vizag,10094206
2271,3,2,Mumbai,16169128
1783,3,1,Bengaluru,9425794
4726,1,2,Mumbai,28683743
3971,1,1,Hyderabad,15836772
2927,1,1,Vizag,9470954
3149,2,4,Bengaluru,14882938
1032,5,4,Mumbai,12033160
1932,4,3,Chennai,10003622
2664,4,2,Vizag,10980512
2613,2,1,Hyderabad,10847100
2633,4,4,Mumbai,21018322
4362,4,1,Hyderabad,17824016
4414,4,3,Vizag,15946347
1260,1,4,Bengaluru,7178518
4487,3,2,Hyderabad,19379964
4143,5,1,Hyderabad,18785802
3570,1,3,Chennai,13649156
4711,2,3,Chennai,18224745
1665,4,3,Vizag,7728472
4771,4,3,Bengaluru,23337667
3439,1,1,Vizag,10862180
3017,5,4,Chennai,13708069
2601,3,3,Vizag,10567878
1859,1,4,Hyderabad,8365608
1615,5,4,Bengaluru,11339604
3526,2,2,Hyderabad,14657919
2559,2,4,Vizag,10458467
808,2,1,Vizag,3855740
4188,2,4,Vizag,14663062
2671,1,4,Chennai,10757557
1732,1,2,Mumbai,11967643
920,1,4,Mumbai,7600036
1315,1,4,Bengaluru,7487085
1863,5,3,Chennai,9790861
637,5,2,Mumbai,9047483
3740,1,2,Mumbai,21629125
2561,4,4,Hyderabad,12806942
3912,3,4,Bengaluru,19417054
4251,5,1,Mumbai,28717186
962,4,1,Chennai,5714580
4955,4,1,Hyderabad,19862525
1209,3,1,Hyderabad,6431885
4261,2,2,Hyderabad,18122749
2681,4,2,Bengaluru,13284353
3890,4,4,Vizag,15010872
3485,4,2,Chennai,14604851
2006,4,1,Chennai,9287244
3862,3,2,Chennai,15063279
1818,5,2,Bengaluru,10623370
905,1,4,Chennai,4728089
2018,2,1,Vizag,7330826
1548,1,4,Vizag,6387458
2392,3,2,Bengaluru,11852544
1169,5,3,Chennai,7678998
2576,2,3,Chennai,10258692
2275,2,2,Hyderabad,9575618
851,1,2,Hyderabad,4369898
3728,3,2,Hyderabad,16397162
2245,2,1,Chennai,8711615
1518,5,1,Chennai,8322783
1867,2,4,Mumbai,13997211
3343,4,4,Vizag,12590584
3918,4,2,Mumbai,26116148
2800,3,2,Vizag,10462562
4729,3,2,Mumbai,29284329
3006,4,2,Mumbai,20425649
2955,3,1,Bengaluru,13685862
2935,5,3,Bengaluru,16096380
3343,3,3,Chennai,13022499
4530,5,2,Vizag,16486220
2651,1,3,Vizag,9692375
889,4,1,Mumbai,9002669
1832,2,2,Hyderabad,8620890
3312,1,3,Bengaluru,15049653
946,4,3,Vizag,5663806
1566,5,4,Mumbai,14864872
3012,2,3,Hyderabad,13235991
1734,3,3,Hyderabad,8979718
4190,5,3,Hyderabad,18997626
766,3,4,Chennai,5358071
3648,5,2,Chennai,15847576
4451,1,2,Chennai,15993273
1297,4,3,Hyderabad,8191608
4518,4,2,Chennai,18488768
3511,5,2,Hyderabad,16187294
4375,3,2,Hyderabad,18188154
2629,4,4,Bengaluru,14264418
3645,1,3,Mumbai,22295231
3657,4,1,Mumbai,23314881
2858,3,3,Hyderabad,13523342
601,2,3,Bengaluru,4778862
4533,3,3,Hyderabad,18496090
1401,2,2,Hyderabad,6814220
674,5,1,Bengaluru,6512847
3978,1,1,Hyderabad,15395907
2605,2,4,Mumbai,18761952
545,1,1,Bengaluru,3066296
2113,1,2,Vizag,7260343
3205,1,3,Vizag,11025434
2598,2,1,Mumbai,16307928
4309,3,3,Bengaluru,20145301
2776,4,4,Hyderabad,13765251
669,1,3,Bengaluru,4630734
3435,5,2,Vizag,13227850
737,5,4,Bengaluru,7533175
2901,5,4,Hyderabad,14459567
4960,3,3,Bengaluru,21967649
786,4,3,Mumbai,9300387
1397,1,1,Bengaluru,6386067
1626,4,4,Hyderabad,9570918
4544,4,2,Vizag,15786327
1501,5,3,Hyderabad,9574600
3035,4,1,Vizag,11490583
1646,1,4,Mumbai,11706244
4191,5,3,Hyderabad,18707016
2264,3,4,Bengaluru,13079902
1053,3,3,Vizag,5694666
1088,3,1,Chennai,5701282
3974,5,2,Chennai,17025270
669,4,3,Bengaluru,6148270
1479,4,1,Bengaluru,8554652
868,2,3,Chennai,5003874
4759,3,4,Hyderabad,20808770
3650,5,4,Chennai,16151527
1446,1,1,Hyderabad,6230984
846,2,4,Chennai,5331736
1114,4,3,Mumbai,10985019
3498,3,1,Mumbai,22193790
680,4,3,Bengaluru,6430120
3844,3,4,Bengaluru,18721604
1874,3,3,Bengaluru,10284290
3501,1,1,Mumbai,21189860
2249,5,1,Vizag,10063669
4361,2,1,Hyderabad,17315702
546,5,3,Hyderabad,6111322
3103,2,2,Hyderabad,13523366
2295,2,2,Mumbai,15320485
4293,2,2,Hyderabad,17295306
1150,2,4,Vizag,5696849
4368,1,1,Chennai,15301076
587,4,2,Mumbai,7842690
4430,4,3,Bengaluru,22233471
1498,2,4,Vizag,6815341
636,1,4,Bengaluru,4864841
4792,3,1,Vizag,15686860
922,4,2,Mumbai,9105137
2606,4,1,Chennai,11041905
2091,5,3,Vizag,9624716
1497,2,1,Bengaluru,7648098
2623,3,2,Chennai,11327732
4015,3,2,Hyderabad,17327588
4587,1,1,Hyderabad,17713360
1401,5,3,Bengaluru,10029160
2413,3,3,Mumbai,18009392
3496,1,3,Bengaluru,15538198
1226,1,1,Hyderabad,5166993
4118,3,1,Bengaluru,17787017
869,1,2,Bengaluru,5024170
1999,2,2,Vizag,7437572
1245,3,1,Mumbai,9694866
626,1,3,Vizag,3058163
4078,1,3,Hyderabad,16538677
1599,2,4,Hyderabad,8297606
3039,5,4,Hyderabad,15930305
1536,1,3,Mumbai,10925747
2317,3,3,Vizag,9111410
1022,3,1,Vizag,4960729
3131,4,3,Bengaluru,15696370
1094,2,4,Mumbai,9753226
1118,4,2,Bengaluru,7497015
922,4,3,Hyderabad,6990753
823,5,4,Hyderabad,7689876
2166,1,2,Mumbai,14273236
2869,2,4,Vizag,11405700
2929,2,3,Mumbai,18590674
3808,2,2,Chennai,14145250
849,1,1,Chennai,3887882
4938,5,1,Hyderabad,21278682
3533,3,4,Vizag,13290084
1594,1,2,Mumbai,10877654
4256,3,1,Hyderabad,17678911
4515,2,3,Vizag,15315169
3424,5,4,Hyderabad,16458048
4089,2,3,Vizag,13816870
3023,2,1,Chennai,11393287
3521,3,4,Vizag,13239059
2918,5,1,Chennai,12801728
3855,3,3,Mumbai,25650734
917,1,3,Bengaluru,5401656
3498,5,1,Mumbai,23029281
2857,2,2,Mumbai,18590381
4687,1,1,Chennai,16526273
3327,3,3,Vizag,12377531
3909,4,1,Vizag,14095049
541,4,4,Hyderabad,5859739
3530,2,4,Chennai,13742587
1016,2,2,Vizag,4899922
2106,2,1,Chennai,8278027
4607,1,2,Bengaluru,19202866
1330,3,1,Hyderabad,6892850
3099,5,2,Bengaluru,16406372
1664,1,4,Chennai,7443543
3360,1,4,Hyderabad,13740041
500,4,4,Hyderabad,5518455
2983,2,4,Mumbai,19706050
1410,2,1,Hyderabad,6407866
1240,3,1,Mumbai,9574457
582,1,2,Mumbai,5045580
1369,5,2,Hyderabad,8430816
4387,2,3,Bengaluru,19399811
1928,4,2,Hyderabad,9623530
4815,5,3,Hyderabad,21249867
2820,4,2,Chennai,11969469
3036,1,1,Hyderabad,11487579
3505,4,3,Mumbai,24296985
4936,3,4,Vizag,17636585
3330,2,3,Mumbai,21114733
520,1,3,Bengaluru,3923705
3606,5,1,Mumbai,24485974
1392,3,2,Chennai,6817874
4171,1,1,Hyderabad,16109872
4900,2,3,Mumbai,29248567
3223,5,2,Vizag,12623533
4191,3,3,Bengaluru,18776269
3852,4,2,Chennai,15944882
3117,5,3,Bengaluru,16877389
3806,4,3,Chennai,15892818
2031,3,1,Chennai,8464338
4414,4,4,Bengaluru,21659472
985,1,1,Chennai,4093623
1606,1,4,Mumbai,11658868
1255,2,2,Mumbai,10012334
4859,5,4,Mumbai,34072130
1965,1,3,Vizag,7465306
1326,2,3,Chennai,6630341
1869,2,3,Bengaluru,10171224
1667,5,3,Mumbai,15347186
1187,3,3,Hyderabad,7122386
2602,5,1,Vizag,10760149
1926,4,1,Vizag,7945702
967,1,1,Chennai,3869952
1651,2,4,Hyderabad,8304256
3278,3,3,Hyderabad,14776236
3394,4,2,Vizag,12742517
1887,2,1,Vizag,6739424
1914,2,4,Mumbai,14215744
4823,1,3,Chennai,17116666
1725,1,3,Mumbai,11701884
2420,5,4,Mumbai,19360611
3916,3,3,Chennai,15467452
1690,1,3,Vizag,6178481
4002,4,1,Bengaluru,18818297
2674,5,1,Bengaluru,14074254
1623,4,3,Mumbai,13459010
910,5,1,Hyderabad,6711473
2832,4,1,Bengaluru,14545093
2431,4,2,Bengaluru,12548818
3898,3,3,Mumbai,25545365
3080,2,1,Mumbai,18010901
2545,2,1,Hyderabad,10334971
3120,5,2,Chennai,13909957
3064,4,1,Mumbai,20474958
2307,4,4,Hyderabad,12093227
1862,2,3,Mumbai,13012825
3529,2,3,Bengaluru,16632228
4004,3,3,Bengaluru,18334936
1858,4,1,Chennai,8547179
3670,5,3,Bengaluru,18426970
4967,3,4,Bengaluru,22648294
2593,5,3,Hyderabad,13107566
2619,2,1,Hyderabad,10675591
1703,3,4,Chennai,8978971
4001,2,3,Chennai,14862919
3730,1,3,Hyderabad,15209108
4625,2,1,Mumbai,28023130
3730,2,3,Vizag,12118080
4713,1,1,Hyderabad,18207502
699,5,4,Vizag,5759996
2916,2,1,Bengaluru,13293349
4745,5,4,Vizag,18081481
2911,1,2,Chennai,10623118
1527,5,1,Vizag,7384229
4738,5,1,Hyderabad,20809673
4911,2,3,Chennai,17401991
2078,2,4,Vizag,8655652
2079,4,4,Chennai,10357398
3716,3,4,Bengaluru,17489221
3687,5,3,Mumbai,26768094
681,2,3,Chennai,4216540
4694,5,1,Bengaluru,21619744
4045,5,2,Chennai,16811470
4255,2,2,Hyderabad,17507662
2141,4,1,Chennai,9618993
702,3,3,Hyderabad,5380328
2785,4,2,Mumbai,20550600
599,5,1,Hyderabad,5603313
4555,4,2,Mumbai,29814829
2544,5,3,Mumbai,19683107
1651,3,2,Bengaluru,9038142
2294,4,3,Mumbai,17186133
2940,4,3,Hyderabad,13891877
2595,4,1,Mumbai,18327525
4399,5,4,Mumbai,30444239
4457,4,4,Chennai,17960610
4939,5,2,Mumbai,32358951
3461,3,1,Vizag,12611919
4333,2,3,Bengaluru,19627311
2189,5,4,Bengaluru,13017375
1247,1,2,Mumbai,8920150
2725,5,4,Bengaluru,15251294
2101,3,4,Mumbai,16435924
1556,5,2,Chennai,8656971
688,4,3,Hyderabad,5880897
2698,3,1,Vizag,9647363
2310,5,3,Vizag,9999874
1103,3,1,Bengaluru,6877149
3242,2,3,Vizag,11910324
4905,3,4,Vizag,18047272
3329,4,2,Chennai,13876088
1363,2,1,Bengaluru,6736069
1848,2,4,Vizag,7660100
790,1,2,Bengaluru,4434817
4365,2,3,Bengaluru,19833040
3983,5,2,Bengaluru,18810676
4049,3,3,Chennai,16294712
734,4,3,Chennai,5780617
817,4,2,Vizag,4810445
4132,2,3,Mumbai,25114086
2411,2,2,Bengaluru,11228373
2797,1,2,Hyderabad,11722927
4940,2,2,Mumbai,29178940
3772,3,3,Chennai,14682903
1812,4,1,Hyderabad,9320590
1066,2,1,Vizag,4483026
1899,1,4,Mumbai,13708311
4911,4,4,Vizag,17600186
1270,3,2,Chennai,6641440
3093,5,4,Chennai,13599464
4224,1,1,Hyderabad,16156144
2521,1,4,Chennai,10778205
3248,5,4,Vizag,13686100
3739,4,2,Bengaluru,17634788
2441,1,1,Hyderabad,9638350
4367,5,2,Chennai,18045751
4512,5,1,Chennai,17248240
2292,5,4,Vizag,10426667
1008,2,4,Chennai,5718225
4872,3,1,Hyderabad,20552335
742,3,3,Bengaluru,6102878
4390,2,2,Bengaluru,19740529
2304,1,1,Hyderabad,9223997
2313,1,3,Hyderabad,10370246
2151,4,1,Mumbai,15506332
2201,4,4,Chennai,10269805
2317,5,4,Hyderabad,12283735
2629,3,2,Mumbai,18114487
1954,1,4,Chennai,8511870
4067,1,3,Chennai,14689214
2101,4,4,Mumbai,17663773
1680,4,4,Mumbai,14960700
1741,3,1,Chennai,7797946
1573,5,1,Chennai,8259376
880,2,4,Chennai,5325892
4041,1,1,Bengaluru,16943509
3263,5,4,Hyderabad,16678080
3766,1,1,Hyderabad,14013963
3434,2,1,Chennai,12532305
1452,2,1,Chennai,6401875
3415,3,4,Vizag,13409544
2254,4,4,Vizag,9908488
2919,2,3,Chennai,11676220
1610,4,3,Chennai,8938887
2393,5,1,Mumbai,17029548
2431,4,2,Bengaluru,13148844
987,2,3,Bengaluru,6392823
4296,2,3,Chennai,15850546
3294,1,2,Vizag,10861225
3025,5,2,Mumbai,22313188
2649,3,2,Chennai,11127764
2910,5,2,Vizag,11599937
1831,3,3,Vizag,7578434
826,1,2,Mumbai,6243304
567,4,1,Bengaluru,5072492
4048,2,2,Vizag,13178255
1314,4,4,Mumbai,12951418
2723,3,1,Vizag,10137533
2981,5,3,Hyderabad,14803828
3458,1,2,Chennai,13153527
1189,1,3,Hyderabad,6096459
1660,3,3,Vizag,7457737
4141,1,1,Chennai,14115417
1986,2,3,Bengaluru,10088910
2965,4,4,Hyderabad,13984872
4267,2,4,Mumbai,26865579
3019,2,3,Chennai,11940726
2647,3,2,Bengaluru,12704381
2510,4,4,Vizag,10631057
4364,2,1,Bengaluru,18896601
1909,2,3,Chennai,8571449
4011,2,2,Vizag,13359431
1548,2,3,Hyderabad,8227995
957,2,2,Vizag,4471417
2138,4,1,Chennai,9564380
4285,5,2,Vizag,15997631
3291,1,2,Vizag,11035827
2276,3,2,Mumbai,15632388
2402,1,2,Hyderabad,9826962
3668,4,2,Hyderabad,16464773
4630,1,4,Chennai,17070153
2112,2,3,Mumbai,14497285
4233,2,1,Hyderabad,16425186
2326,1,1,Hyderabad,9338290
4548,3,4,Bengaluru,21164178
3004,5,1,Mumbai,20810175
4811,4,4,Mumbai,31362330
4119,1,3,Bengaluru,18505748
4753,2,2,Hyderabad,19219153
1710,1,3,Chennai,7049279
4110,4,2,Vizag,14595738
2519,4,3,Vizag,10806647
3908,4,3,Chennai,17022521
753,1,4,Chennai,4490262
1032,3,1,Vizag,4652912
4014,1,4,Vizag,13525346
1857,2,3,Mumbai,13422910
1814,2,4,Mumbai,14268576
2270,5,2,Vizag,10163742
3721,3,3,Hyderabad,16476790
4197,2,3,Hyderabad,16725174
3480,4,3,Hyderabad,16332200
2802,3,4,Vizag,11197072
3491,3,3,Hyderabad,15102142
3271,5,4,Hyderabad,15889866
519,4,1,Hyderabad,4668273
2632,5,4,Mumbai,21294354
3781,2,1,Bengaluru,16600091
2765,5,1,Mumbai,19728117
4793,4,2,Vizag,17119621
1374,5,1,Hyderabad,8337908
3490,2,1,Vizag,11755057
964,5,2,Chennai,6680880
1719,5,2,Vizag,8310021
4844,2,1,Mumbai,29385514
718,3,2,Bengaluru,5848445
2668,1,4,Chennai,10607712
546,2,3,Chennai,4038035
4753,1,4,Mumbai,29048139
3409,3,2,Vizag,12534789
3089,1,1,Hyderabad,11889078
4808,4,3,Vizag,17502860
3378,5,4,Bengaluru,17881793
1945,4,3,Chennai,9512073
1127,2,1,Vizag,4696472
2820,5,1,Mumbai,21449514
4677,4,1,Chennai,17790492
1328,2,2,Hyderabad,6714628
4118,2,3,Mumbai,25611119
3133,3,2,Bengaluru,15049531
4502,3,1,Vizag,14622968
2881,4,4,Hyderabad,14609835
4705,4,3,Hyderabad,20429672
789,5,3,Hyderabad,6827743
612,3,2,Mumbai,7034343
1465,1,3,Mumbai,10321693
4131,4,4,Hyderabad,19004054
1223,5,2,Hyderabad,8401103
3689,4,2,Bengaluru,17546151
2147,4,4,Mumbai,17902137
3794,5,3,Mumbai,26359004
3318,3,3,Mumbai,22786461
4134,3,2,Bengaluru,18307971
1736,1,2,Chennai,6894169
1173,2,4,Vizag,5619854
3655,4,4,Chennai,15183525
1800,1,2,Bengaluru,8685957
3197,3,4,Vizag,12397476
1863,2,1,Chennai,7612702
2751,5,4,Mumbai,21151670
1812,3,1,Chennai,8111744
3558,1,2,Bengaluru,15341390
1894,5,4,Mumbai,16895063
3330,4,2,Mumbai,22313462
4987,1,1,Chennai,17834933
2654,4,3,Vizag,10565489
1199,1,4,Chennai,5689512
3584,2,1,Vizag,12300046
4190,3,4,Bengaluru,20507138
2341,5,4,Mumbai,18706375
4634,1,1,Hyderabad,17857657
1743,1,4,Chennai,7552760
928,3,2,Chennai,5447992
3038,5,4,Bengaluru,16955790
2319,2,3,Bengaluru,11182310
2652,4,1,Mumbai,19111185
1395,4,1,Vizag,6775940
3280,2,3,Vizag,11653402
2696,4,2,Vizag,10613287
4170,5,1,Mumbai,27216617
2260,2,2,Chennai,8883898
4559,1,2,Bengaluru,19836673
2362,3,2,Chennai,9504843
1854,2,2,Mumbai,12530041
4487,4,4,Vizag,16195961
1420,1,1,Mumbai,9428318
4734,1,2,Chennai,17165753
3229,5,2,Mumbai,22680071
4835,3,4,Vizag,16860628
2725,2,1,Hyderabad,11425844
940,3,2,Bengaluru,6173652
3185,2,4,Chennai,13683589
1498,1,4,Mumbai,11257575
2767,1,1,Bengaluru,11920016
2229,1,3,Hyderabad,9366339
2207,4,3,Vizag,9212391
3833,1,3,Chennai,14789273
530,3,4,Hyderabad,5187650
4338,4,2,Hyderabad,19183772
4973,3,2,Vizag,17435271
707,3,3,Vizag,4441576
2098,2,2,Vizag,7970612
1227,1,2,Vizag,4823975
2378,2,4,Vizag,9077802
3217,4,3,Chennai,13233516
1368,5,1,Bengaluru,9257537
3068,2,3,Vizag,10913737
3418,5,4,Mumbai,24719253
2720,2,3,Bengaluru,13011225
3414,3,1,Chennai,12936651
4067,3,2,Chennai,15584892
4066,4,1,Hyderabad,16988757
1027,2,1,Bengaluru,5728790
2174,1,3,Bengaluru,10396549
3961,4,1,Chennai,15543025
2817,1,2,Mumbai,17561625
4426,3,2,Vizag,15208599
2293,3,4,Mumbai,17228281
1996,3,3,Vizag,8753091
1428,3,1,Chennai,6607406
3749,2,1,Chennai,13296733
3539,5,2,Bengaluru,18350564
903,1,4,Chennai,4786346
2539,2,4,Bengaluru,12655634
2878,3,1,Bengaluru,13938521
1798,1,1,Hyderabad,7574209
2048,1,1,Chennai,7765471
1242,5,4,Hyderabad,9288383
3132,5,2,Hyderabad,15177189
4132,3,3,Bengaluru,19711632
4295,5,1,Hyderabad,19575152
502,1,4,Bengaluru,3665612
1085,3,4,Mumbai,10637697
1699,1,1,Chennai,6693376
2784,2,3,Mumbai,18457847
1994,3,1,Bengaluru,10493738
4191,5,1,Bengaluru,20671918
3704,4,3,Hyderabad,16763503
4908,3,3,Chennai,18766334
2816,4,4,Vizag,11867534
2433,3,1,Chennai,10189501
3204,5,2,Vizag,12608488
1660,5,3,Vizag,8757644
3640,2,2,Mumbai,22833023
1462,4,3,Bengaluru,9618649
3854,1,2,Mumbai,23488300
2772,5,1,Bengaluru,14582766
4058,4,3,Mumbai,27974950
529,3,2,Chennai,4017544
3430,3,4,Hyderabad,15523981
3959,1,3,Hyderabad,15762012
1634,5,4,Vizag,8909635
1174,1,3,Chennai,5594951
1156,2,1,Mumbai,8348999
3998,2,1,Mumbai,23121715
1413,4,3,Chennai,8073973
4469,1,2,Chennai,16317714
2775,3,4,Mumbai,19647712
3345,2,2,Hyderabad,14250518
3955,2,2,Bengaluru,17639641
2882,4,1,Hyderabad,13188885
4325,4,1,Hyderabad,18814080
3842,1,2,Chennai,14444075
4857,5,1,Bengaluru,22290127
1331,1,1,Vizag,4911062
1791,5,1,Bengaluru,10619382
4956,4,3,Vizag,18074235
895,4,1,Chennai,5409582
4221,5,4,Chennai,18139754
908,4,3,Mumbai,10165834
2361,5,2,Vizag,9876719
1647,1,3,Chennai,7072151
3202,4,2,Vizag,12650600
3645,1,3,Chennai,13419803
3830,4,4,Vizag,14292034
3478,5,4,Bengaluru,18012404
859,4,4,Mumbai,10183931
3950,3,1,Mumbai,24944412
2517,2,2,Bengaluru,11739995
782,4,3,Vizag,5345334
3774,5,4,Hyderabad,17743804
828,1,3,Vizag,4126376
2062,5,1,Hyderabad,10676587
2911,4,4,Hyderabad,14253854
4979,1,1,Hyderabad,18592726
4162,2,2,Hyderabad,16700395
1579,4,1,Chennai,7686454
4148,4,2,Hyderabad,19379799
4098,1,3,Bengaluru,17693576
2210,5,1,Hyderabad,11399613
3265,4,1,Chennai,13618558
800,5,1,Mumbai,9456897
2481,2,4,Vizag,10013266
3259,4,1,Chennai,13398770
4477,3,1,Vizag,15149980
1675,4,2,Chennai,8339810
1955,3,1,Mumbai,13520387
2896,5,3,Bengaluru,15878978
4006,5,4,Chennai,17352197
3042,5,1,Vizag,11727752
4781,1,4,Vizag,15706869
3072,5,4,Chennai,14331878
1506,1,1,Hyderabad,6281372
2527,1,2,Chennai,9196316
3483,4,1,Chennai,13141800
1509,1,2,Hyderabad,6505224
2688,4,1,Hyderabad,12143437
3371,3,2,Vizag,12038618
548,4,4,Bengaluru,6012766
3508,3,1,Vizag,11780619
1152,3,3,Mumbai,10419224
1460,1,1,Bengaluru,6267662
1654,5,2,Vizag,8007627
3366,4,1,Bengaluru,15307909
2746,5,3,Bengaluru,14913948
2698,4,1,Mumbai,18976777
1137,3,2,Vizag,5415417
3946,2,1,Mumbai,24291686
1858,5,1,Bengaluru,11363206
1301,1,3,Bengaluru,6943888
3957,5,4,Hyderabad,18624098
2386,5,2,Mumbai,17869730
3269,4,1,Hyderabad,14293153
3477,3,3,Mumbai,22935239
3178,1,2,Bengaluru,13436745
1157,4,2,Vizag,5929059
2990,4,4,Hyderabad,14180550
2472,3,1,Mumbai,16533042
3985,1,1,Vizag,12789833
3738,2,1,Chennai,13648370
4665,1,4,Bengaluru,20156107
4471,2,2,Vizag,15296506
2401,1,2,Hyderabad,9952131
2287,1,4,Bengaluru,11268260
4000,3,4,Chennai,16036272
3012,3,4,Bengaluru,15371688
2642,4,4,Bengaluru,13995957
3556,2,3,Vizag,12479710
999,3,2,Vizag,5150727
2239,1,2,Mumbai,14311214
2127,2,2,Vizag,8010968
4996,5,3,Vizag,18355853
4892,3,1,Bengaluru,21465341
3386,3,1,Chennai,13009910
3771,1,4,Vizag,13292839
4527,4,1,Chennai,17244087
4916,1,4,Vizag,16416787
